,messages,user,message_Date,hour,minute,second,day,month,year
4481,😂😂,Rohit 💃,2020-10-26 22:49:28,22,49,28,Monday,October,2020
4482,Hubli valag nin ginta cholo hudger adar avrg hadak,Roshan 🍗,2020-10-26 22:50:20,22,50,20,Monday,October,2020
4483,,Roshan 🍗,2020-10-26 22:50:51,22,50,51,Monday,October,2020
4484,Ye tho status chees hai re‎,Abhishek 🐂,2020-10-26 22:51:01,22,51,1,Monday,October,2020
4485,‎sticker omitted‎,Roshan 🍗,2020-10-26 22:51:19,22,51,19,Monday,October,2020
4486,‎sticker omitted,Rohit 💃,2020-10-26 22:52:40,22,52,40,Monday,October,2020
4487,Edd prend anth maad le‎,Abhishek 🐂,2020-10-26 22:53:09,22,53,9,Monday,October,2020
4488,‎sticker omitted‎,Rohit 💃,2020-10-27 12:52:28,12,52,28,Tuesday,October,2020
4489,‎video omitted,Roshan 🍗,2020-10-27 13:37:45,13,37,45,Tuesday,October,2020
4490,🎧,Roshan 🍗,2020-10-27 13:37:49,13,37,49,Tuesday,October,2020
4491,😂,Vinayak 👩,2020-10-27 13:56:23,13,56,23,Tuesday,October,2020
4492,😖,Abhishek 🐂,2020-10-27 14:00:18,14,0,18,Tuesday,October,2020
4493,Video in insta,Roshan 🍗,2020-10-27 14:01:54,14,1,54,Tuesday,October,2020
4494,,Sharat 🔞,2020-10-27 22:38:43,22,38,43,Tuesday,October,2020
4495,Headphone hakond kele edan❗‎,Sharat 🔞,2020-10-27 22:38:45,22,38,45,Tuesday,October,2020
4496,‎sticker omitted,Sharat 🔞,2020-10-27 23:03:46,23,3,46,Tuesday,October,2020
4497,🔥🔥‎,Abhishek 🐂,2020-10-29 09:36:18,9,36,18,Thursday,October,2020
4498,‎sticker omitted,Abhishek 🐂,2020-10-29 09:36:24,9,36,24,Thursday,October,2020
4499,Virat sledging,Rohit 💃,2020-10-29 11:38:45,11,38,45,Thursday,October,2020
4500,Suryakumar,Rohit 💃,2020-10-29 11:38:48,11,38,48,Thursday,October,2020
4501,Andrr?,Abhishek 🐂,2020-10-29 11:42:37,11,42,37,Thursday,October,2020
4502,Making taunt,Rohit 💃,2020-10-29 11:42:55,11,42,55,Thursday,October,2020
4503,By staring with aggression,Rohit 💃,2020-10-29 11:43:10,11,43,10,Thursday,October,2020
4504,Ellaru madthar le Dhoni nu stump hind helal enn,Abhishek 🐂,2020-10-29 11:43:26,11,43,26,Thursday,October,2020
4505,Aee aise marega anth,Abhishek 🐂,2020-10-29 11:43:44,11,43,44,Thursday,October,2020
4506,Kelilepa,Rohit 💃,2020-10-29 11:43:56,11,43,56,Thursday,October,2020
4507,But suryakumar avnu bittila hange nodyan nod holli,Rohit 💃,2020-10-29 11:44:23,11,44,23,Thursday,October,2020
4508,Tum hater logank bas yahi kaam hai,Abhishek 🐂,2020-10-29 11:44:28,11,44,28,Thursday,October,2020
4509,Bhag bsdk,Abhishek 🐂,2020-10-29 11:44:41,11,44,41,Thursday,October,2020
4510,✌️🔥🔥,Abhishek 🐂,2020-10-29 11:45:21,11,45,21,Thursday,October,2020
4511,Avnu hogliddu  surya ge,Rohit 💃,2020-10-29 11:45:49,11,45,49,Thursday,October,2020
4512,Bhag bsdk hater sala🤣‎,Abhishek 🐂,2020-10-29 11:46:05,11,46,5,Thursday,October,2020
4513,‎sticker omitted,Rohit 💃,2020-10-29 11:46:41,11,46,41,Thursday,October,2020
4514,Nang goth le bsdk,Abhishek 🐂,2020-10-29 11:55:02,11,55,2,Thursday,October,2020
4515,Adak kalsidu🔥🔥 na‎,Abhishek 🐂,2020-10-29 11:55:15,11,55,15,Thursday,October,2020
4516,‎sticker omitted‎,Rohit 💃,2020-10-29 11:57:11,11,57,11,Thursday,October,2020
4517,‎sticker omitted‎,Abhishek 🐂,2020-10-29 11:57:41,11,57,41,Thursday,October,2020
4518,‎sticker omitted,Rohit 💃,2020-10-29 11:57:57,11,57,57,Thursday,October,2020
4519,Ipl andrr maja adna anbouss bek adna bitt avva heng madyana evva heng madyan bidrr le‎,Abhishek 🐂,2020-10-29 11:58:28,11,58,28,Thursday,October,2020
4520,‎sticker omitted‎,Abhishek 🐂,2020-10-29 11:58:30,11,58,30,Thursday,October,2020
4521,‎sticker omitted,Rohit 💃,2020-10-29 11:59:02,11,59,2,Thursday,October,2020
4522,Thunni meg endh kobri ni bsdk,Abhishek 🐂,2020-10-29 11:59:45,11,59,45,Thursday,October,2020
4523,Useless🤣🤣,Abhishek 🐂,2020-10-29 11:59:55,11,59,55,Thursday,October,2020
4524,Tunni myag kobri el irteti,Rohit 💃,2020-10-29 12:00:25,12,0,25,Thursday,October,2020
4525,Le,Rohit 💃,2020-10-29 12:00:29,12,0,29,Thursday,October,2020
4526,Hudguur goth bid,Abhishek 🐂,2020-10-29 12:00:36,12,0,36,Thursday,October,2020
4527,😂😂‎,Rohit 💃,2020-10-30 23:27:54,23,27,54,Friday,October,2020
4528,‎sticker omitted,Roshan 🍗,2020-10-31 21:18:19,21,18,19,Saturday,October,2020
4529,Nonutnovember,Abhishek 🐂,2020-11-01 13:08:07,13,8,7,Sunday,November,2020
4530,✌️,Abhishek 🐂,2020-11-01 13:08:10,13,8,10,Sunday,November,2020
4531,😂,Rohit 💃,2020-11-01 13:08:16,13,8,16,Sunday,November,2020
4532,Madti,Rohit 💃,2020-11-01 13:08:18,13,8,18,Sunday,November,2020
4533,Hu,Abhishek 🐂,2020-11-01 13:08:21,13,8,21,Sunday,November,2020
4534,Nkn ade ninge no abhi anutte,Rohit 💃,2020-11-01 13:08:35,13,8,35,Sunday,November,2020
4535,😂,Rohit 💃,2020-11-01 13:08:37,13,8,37,Sunday,November,2020
4536,Jevandaga ondu sala ara akketi ella pa edu😶,Sharat 🔞,2020-11-01 13:08:37,13,8,37,Sunday,November,2020
4537,🤣🤣‎,Abhishek 🐂,2020-11-01 13:08:47,13,8,47,Sunday,November,2020
4538,‎sticker omitted‎,Rohit 💃,2020-11-01 13:09:06,13,9,6,Sunday,November,2020
4539,‎sticker omitted,Sharat 🔞,2020-11-01 19:45:07,19,45,7,Sunday,November,2020
4540,🤣‎,Abhishek 🐂,2020-11-01 19:45:20,19,45,20,Sunday,November,2020
4541,‎sticker omitted,Sharat 🔞,2020-11-02 12:26:52,12,26,52,Monday,November,2020
4542,‎This message was deleted.,Vinayak 👩,2020-11-02 12:27:22,12,27,22,Monday,November,2020
4543,😂😂‎,Roshan 🍗,2020-11-02 12:28:21,12,28,21,Monday,November,2020
4544,‎sticker omitted‎,Vinayak 👩,2020-11-02 12:28:22,12,28,22,Monday,November,2020
4545,‎sticker omitted,Roshan 🍗,2020-11-02 12:28:23,12,28,23,Monday,November,2020
4546,🤣🤣,Abhishek 🐂,2020-11-02 12:28:31,12,28,31,Monday,November,2020
4547,😂 😂 😂,Rohit 💃,2020-11-02 12:32:51,12,32,51,Monday,November,2020
4548,Anyone,Rohit 💃,2020-11-02 19:27:24,19,27,24,Monday,November,2020
4549,Subscription of sonyliv‎,Rohit 💃,2020-11-02 19:27:34,19,27,34,Monday,November,2020
4550,‎GIF omitted,Abhishek 🐂,2020-11-02 19:27:54,19,27,54,Monday,November,2020
4551,Lee,Rohit 💃,2020-11-02 19:29:00,19,29,0,Monday,November,2020
4552,Subtitles,Rohit 💃,2020-11-02 19:29:05,19,29,5,Monday,November,2020
4553,Fhck u,Abhishek 🐂,2020-11-02 19:29:15,19,29,15,Monday,November,2020
4554,Chaaaaaal bosadike,Rohit 💃,2020-11-02 19:29:48,19,29,48,Monday,November,2020
4555,Lee subtitles bek le adak,Rohit 💃,2020-11-02 19:30:01,19,30,1,Monday,November,2020
4556,Lowde ki kobrii‎,Abhishek 🐂,2020-11-02 19:30:14,19,30,14,Monday,November,2020
4557,‎sticker omitted‎,Roshan 🍗,2020-11-02 19:30:33,19,30,33,Monday,November,2020
4558,‎sticker omitted‎,Rohit 💃,2020-11-02 19:30:46,19,30,46,Monday,November,2020
4559,‎sticker omitted‎,Roshan 🍗,2020-11-02 19:31:00,19,31,0,Monday,November,2020
4560,‎sticker omitted,Rohit 💃,2020-11-02 19:31:04,19,31,4,Monday,November,2020
4561,Nikal lowde‎,Rohit 💃,2020-11-02 19:31:14,19,31,14,Monday,November,2020
4562,‎sticker omitted,Roshan 🍗,2020-11-02 19:31:21,19,31,21,Monday,November,2020
4563,Aee helri pa,Rohit 💃,2020-11-02 19:31:38,19,31,38,Monday,November,2020
4564,Wait wch subs,Abhishek 🐂,2020-11-02 19:32:00,19,32,0,Monday,November,2020
4565,Scam 1992,Rohit 💃,2020-11-02 19:32:08,19,32,8,Monday,November,2020
4566,I have downloaded but subtitles sari match agilla shanta,Rohit 💃,2020-11-02 19:32:24,19,32,24,Monday,November,2020
4567,Artha na agvald,Rohit 💃,2020-11-02 19:33:14,19,33,14,Monday,November,2020
4568,Scam,Rohit 💃,2020-11-02 19:33:16,19,33,16,Monday,November,2020
4569,Subtitles idre artha agute,Rohit 💃,2020-11-02 19:33:28,19,33,28,Monday,November,2020
4570,Rokka est kodthi,Abhishek 🐂,2020-11-02 19:33:52,19,33,52,Monday,November,2020
4571,Share madon andr madon,Rohit 💃,2020-11-02 19:34:19,19,34,19,Monday,November,2020
4572,En antir?,Rohit 💃,2020-11-02 19:34:34,19,34,34,Monday,November,2020
4573,Le toldu mx palyer valag nod,Roshan 🍗,2020-11-02 19:34:36,19,34,36,Monday,November,2020
4574,Enn share le,Abhishek 🐂,2020-11-02 19:34:40,19,34,40,Monday,November,2020
4575,Adrag subtile time adjust mad,Roshan 🍗,2020-11-02 19:34:51,19,34,51,Monday,November,2020
4576,Gotilla le pa,Rohit 💃,2020-11-02 19:35:12,19,35,12,Monday,November,2020
4577,299 share subscription,Rohit 💃,2020-11-02 19:35:23,19,35,23,Monday,November,2020
4578,Even I m murmuring win agroo yappa‎,Rohit 💃,2020-11-02 22:51:35,22,51,35,Monday,November,2020
4579,‎sticker omitted‎,Rohit 💃,2020-11-02 22:51:40,22,51,40,Monday,November,2020
4580,‎sticker omitted‎,Roshan 🍗,2020-11-03 08:17:08,8,17,8,Tuesday,November,2020
4581,‎image omitted,Roshan 🍗,2020-11-03 08:17:41,8,17,41,Tuesday,November,2020
4582,🤣🤣🤣‎,Abhishek 🐂,2020-11-03 09:00:46,9,0,46,Tuesday,November,2020
4583,‎GIF omitted‎,Sharat 🔞,2020-11-03 19:38:45,19,38,45,Tuesday,November,2020
4584,‎sticker omitted‎,Roshan 🍗,2020-11-03 19:39:16,19,39,16,Tuesday,November,2020
4585,‎sticker omitted‎,Rohit 💃,2020-11-03 19:49:59,19,49,59,Tuesday,November,2020
4586,‎image omitted,Roshan 🍗,2020-11-03 21:43:37,21,43,37,Tuesday,November,2020
4587,😂,Rohit 💃,2020-11-03 21:57:04,21,57,4,Tuesday,November,2020
4588,Chal bsdk,Abhishek 🐂,2020-11-04 00:27:42,0,27,42,Wednesday,November,2020
4589,I want her back......................................................And her front too..😂‎,Sharat 🔞,2020-11-04 20:36:15,20,36,15,Wednesday,November,2020
4590,‎sticker omitted,Rohit 💃,2020-11-04 20:41:25,20,41,25,Wednesday,November,2020
4591,Lee one room with aduge mane rent irod yavdadru aita,Rohit 💃,2020-11-04 21:51:38,21,51,38,Wednesday,November,2020
4592,?,Rohit 💃,2020-11-04 21:51:39,21,51,39,Wednesday,November,2020
4593,sann vayas olaga mani bitt horag barod olled alla mava,Sharat 🔞,2020-11-04 21:52:39,21,52,39,Wednesday,November,2020
4594,😟,Sharat 🔞,2020-11-04 21:52:44,21,52,44,Wednesday,November,2020
4595,😂 😂 😂,Rohit 💃,2020-11-04 21:52:48,21,52,48,Wednesday,November,2020
4596,Nang allo,Rohit 💃,2020-11-04 21:52:52,21,52,52,Wednesday,November,2020
4597,oh🌝‎,Sharat 🔞,2020-11-04 21:53:09,21,53,9,Wednesday,November,2020
4598,‎sticker omitted‎,Rohit 💃,2020-11-04 21:53:22,21,53,22,Wednesday,November,2020
4599,‎sticker omitted,Rohit 💃,2020-11-04 22:01:25,22,1,25,Wednesday,November,2020
4600,Nikal lowde‎,Abhishek 🐂,2020-11-04 22:11:02,22,11,2,Wednesday,November,2020
4601,‎sticker omitted,Rohit 💃,2020-11-04 23:01:33,23,1,33,Wednesday,November,2020
4602,,Sharat 🔞,2020-11-04 23:18:28,23,18,28,Wednesday,November,2020
4603,watch this series 👌❤️💔,Sharat 🔞,2020-11-04 23:18:38,23,18,38,Wednesday,November,2020
4604,Arth agal le pa language,Abhishek 🐂,2020-11-04 23:23:37,23,23,37,Wednesday,November,2020
4605,nangu agalla...but tiliteti series...dia type mansik akkevi,Sharat 🔞,2020-11-04 23:24:33,23,24,33,Wednesday,November,2020
4606,😁✌️,Abhishek 🐂,2020-11-04 23:24:49,23,24,49,Wednesday,November,2020
4607,,Sharat 🔞,2020-11-05 09:31:26,9,31,26,Thursday,November,2020
4608,,Sharat 🔞,2020-11-05 09:31:27,9,31,27,Thursday,November,2020
4609,edak login agri,Sharat 🔞,2020-11-05 09:31:33,9,31,33,Thursday,November,2020
4610,amele...tab close madie code hakid erteti..Nim no. kodri,Sharat 🔞,2020-11-05 09:31:57,9,31,57,Thursday,November,2020
4611,100rs sigteti,Sharat 🔞,2020-11-05 09:32:04,9,32,4,Thursday,November,2020
4612,502 gateway torstide‎,Rohit 💃,2020-11-05 11:39:38,11,39,38,Thursday,November,2020
4613,‎sticker omitted‎,Rohit 💃,2020-11-07 08:26:50,8,26,50,Saturday,November,2020
4614,‎sticker omitted‎,Rohit 💃,2020-11-07 08:26:54,8,26,54,Saturday,November,2020
4615,‎sticker omitted‎,Abhishek 🐂,2020-11-07 08:27:07,8,27,7,Saturday,November,2020
4616,‎sticker omitted,Rohit 💃,2020-11-07 08:28:43,8,28,43,Saturday,November,2020
4617,,Abhishek 🐂,2020-11-07 18:06:21,18,6,21,Saturday,November,2020
4618,Na lowde madeni🤣🤣🤣🤣🤣🤣🤣😁😁‎,Abhishek 🐂,2020-11-07 18:06:37,18,6,37,Saturday,November,2020
4619,‎sticker omitted‎,Abhishek 🐂,2020-11-07 23:03:22,23,3,22,Saturday,November,2020
4620,‎sticker omitted,Vinayak 👩,2020-11-07 23:03:40,23,3,40,Saturday,November,2020
4621,Evth enn enn nodak plan madiri pa,Abhishek 🐂,2020-11-07 23:04:00,23,4,0,Saturday,November,2020
4622,Webseries,Abhishek 🐂,2020-11-07 23:04:06,23,4,6,Saturday,November,2020
4623,Kalseni nod film ada download madeni nan,Vinayak 👩,2020-11-07 23:04:44,23,4,44,Saturday,November,2020
4624,Yaad le,Abhishek 🐂,2020-11-07 23:05:12,23,5,12,Saturday,November,2020
4625,Telegram nod,Vinayak 👩,2020-11-07 23:05:43,23,5,43,Saturday,November,2020
4626,Grp enn,Abhishek 🐂,2020-11-07 23:05:59,23,5,59,Saturday,November,2020
4627,Hmm,Vinayak 👩,2020-11-07 23:06:08,23,6,8,Saturday,November,2020
4628,Cholo aythi le,Abhishek 🐂,2020-11-07 23:08:06,23,8,6,Saturday,November,2020
4629,Sari illa,Rohit 💃,2020-11-07 23:08:13,23,8,13,Saturday,November,2020
4630,Lee,Rohit 💃,2020-11-07 23:08:14,23,8,14,Saturday,November,2020
4631,Nan nodeni,Rohit 💃,2020-11-07 23:08:16,23,8,16,Saturday,November,2020
4632,Nan nodilla enna,Vinayak 👩,2020-11-07 23:08:21,23,8,21,Saturday,November,2020
4633,Ha,Abhishek 🐂,2020-11-07 23:08:26,23,8,26,Saturday,November,2020
4634,Lowda tara aiti,Rohit 💃,2020-11-07 23:08:28,23,8,28,Saturday,November,2020
4635,Hatr alla,Abhishek 🐂,2020-11-07 23:08:36,23,8,36,Saturday,November,2020
4636,Inomme bekara mirzapur bod,Rohit 💃,2020-11-07 23:08:51,23,8,51,Saturday,November,2020
4637,Adna nodbyadd,Rohit 💃,2020-11-07 23:08:55,23,8,55,Saturday,November,2020
4638,Boring‎,Rohit 💃,2020-11-07 23:08:59,23,8,59,Saturday,November,2020
4639,‎sticker omitted‎,Abhishek 🐂,2020-11-07 23:09:01,23,9,1,Saturday,November,2020
4640,‎sticker omitted,Abhishek 🐂,2020-11-07 23:09:07,23,9,7,Saturday,November,2020
4641,Vinya be like‎,Abhishek 🐂,2020-11-07 23:09:14,23,9,14,Saturday,November,2020
4642,‎sticker omitted‎,Abhishek 🐂,2020-11-07 23:09:21,23,9,21,Saturday,November,2020
4643,‎sticker omitted,Rohit 💃,2020-11-07 23:09:25,23,9,25,Saturday,November,2020
4644,😂😂‎,Rohit 💃,2020-11-07 23:09:27,23,9,27,Saturday,November,2020
4645,‎sticker omitted,Vinayak 👩,2020-11-07 23:09:45,23,9,45,Saturday,November,2020
4646,Lowda muh mai lagne ke baaf,Rohit 💃,2020-11-07 23:10:05,23,10,5,Saturday,November,2020
4647,😂,Rohit 💃,2020-11-07 23:10:06,23,10,6,Saturday,November,2020
4648,Hinda yara hada thar avng hadskond hang ninthana,Abhishek 🐂,2020-11-07 23:11:30,23,11,30,Saturday,November,2020
4649,Azab vinya ko gazab bezaati,Rohit 💃,2020-11-07 23:12:31,23,12,31,Saturday,November,2020
4650,😂😂,Rohit 💃,2020-11-07 23:12:32,23,12,32,Saturday,November,2020
4651,Munna bhai hattang ennis ennis hadathar evng randi avva,Abhishek 🐂,2020-11-07 23:12:51,23,12,51,Saturday,November,2020
4652,😂,Rohit 💃,2020-11-07 23:13:02,23,13,2,Saturday,November,2020
4653,🤣‎,Rohit 💃,2020-11-07 23:13:05,23,13,5,Saturday,November,2020
4654,‎sticker omitted‎,Abhishek 🐂,2020-11-07 23:13:24,23,13,24,Saturday,November,2020
4655,‎sticker omitted,Vinayak 👩,2020-11-07 23:13:40,23,13,40,Saturday,November,2020
4656,‎This message was deleted.,Abhishek 🐂,2020-11-07 23:14:11,23,14,11,Saturday,November,2020
4657,"Pudak pudak ke nachtha hai Moore,vinya ki gaand me hum sabka doore",Abhishek 🐂,2020-11-07 23:16:00,23,16,0,Saturday,November,2020
4658,😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂‎,Rohit 💃,2020-11-07 23:20:35,23,20,35,Saturday,November,2020
4659,‎audio omitted,Abhishek 🐂,2020-11-07 23:26:48,23,26,48,Saturday,November,2020
4660,Guess what is she saying,Abhishek 🐂,2020-11-07 23:26:58,23,26,58,Saturday,November,2020
4661,Land,Rohit 💃,2020-11-07 23:27:04,23,27,4,Saturday,November,2020
4662,😂,Rohit 💃,2020-11-07 23:27:07,23,27,7,Saturday,November,2020
4663,🤣🤣,Abhishek 🐂,2020-11-07 23:27:10,23,27,10,Saturday,November,2020
4664,Guess who,Abhishek 🐂,2020-11-07 23:27:14,23,27,14,Saturday,November,2020
4665,‎This message was deleted.,Rohit 💃,2020-11-07 23:27:27,23,27,27,Saturday,November,2020
4666,😂😂,Rohit 💃,2020-11-07 23:27:28,23,27,28,Saturday,November,2020
4667,,Abhishek 🐂,2020-11-07 23:27:33,23,27,33,Saturday,November,2020
4668,London ka  lund🤣🤣🤣,Abhishek 🐂,2020-11-07 23:27:44,23,27,44,Saturday,November,2020
4669,🤣,Rohit 💃,2020-11-07 23:27:50,23,27,50,Saturday,November,2020
4670,😂,Rohit 💃,2020-11-07 23:28:04,23,28,4,Saturday,November,2020
4671,Le adna heng,Rohit 💃,2020-11-07 23:28:08,23,28,8,Saturday,November,2020
4672,Hang cut madi kalsidi,Rohit 💃,2020-11-07 23:28:13,23,28,13,Saturday,November,2020
4673,Anchor Anushree le,Abhishek 🐂,2020-11-07 23:28:15,23,28,15,Saturday,November,2020
4674,Audio land du,Rohit 💃,2020-11-07 23:28:27,23,28,27,Saturday,November,2020
4675,😂😂,Rohit 💃,2020-11-07 23:28:28,23,28,28,Saturday,November,2020
4676,Online mp3 cutter,Abhishek 🐂,2020-11-07 23:28:46,23,28,46,Saturday,November,2020
4677,Ohh‎,Rohit 💃,2020-11-07 23:28:51,23,28,51,Saturday,November,2020
4678,‎GIF omitted,Rohit 💃,2020-11-07 23:29:07,23,29,7,Saturday,November,2020
4679,App aiti en,Rohit 💃,2020-11-07 23:38:58,23,38,58,Saturday,November,2020
4680,Ella online alle madti,Rohit 💃,2020-11-07 23:39:04,23,39,4,Saturday,November,2020
4681,Online le,Abhishek 🐂,2020-11-07 23:39:17,23,39,17,Saturday,November,2020
4682,Yav site,Rohit 💃,2020-11-07 23:39:43,23,39,43,Saturday,November,2020
4683,Kalsu,Rohit 💃,2020-11-07 23:39:47,23,39,47,Saturday,November,2020
4684,Ad,Rohit 💃,2020-11-07 23:39:47,23,39,47,Saturday,November,2020
4685,Mp3 cutter anth hodi le google neg,Abhishek 🐂,2020-11-07 23:40:15,23,40,15,Saturday,November,2020
4686,1 yak 100 barthav,Abhishek 🐂,2020-11-07 23:40:26,23,40,26,Saturday,November,2020
4687,Hmm,Rohit 💃,2020-11-07 23:44:09,23,44,9,Saturday,November,2020
4688,🤮,Roshan 🍗,2020-11-09 08:56:34,8,56,34,Monday,November,2020
4689,Sari illa?‎,Rohit 💃,2020-11-09 08:56:47,8,56,47,Monday,November,2020
4690,‎sticker omitted,Abhishek 🐂,2020-11-09 08:58:04,8,58,4,Monday,November,2020
4691,Hagg diya‎,Abhishek 🐂,2020-11-09 08:58:08,8,58,8,Monday,November,2020
4692,‎sticker omitted,Abhishek 🐂,2020-11-09 08:58:30,8,58,30,Monday,November,2020
4693,Ise to acha mera hai 200 vala‎,Roshan 🍗,2020-11-09 08:58:38,8,58,38,Monday,November,2020
4694,‎sticker omitted‎,Abhishek 🐂,2020-11-09 08:58:49,8,58,49,Monday,November,2020
4695,‎sticker omitted‎,Abhishek 🐂,2020-11-09 08:59:21,8,59,21,Monday,November,2020
4696,‎sticker omitted‎,Rohit 💃,2020-11-09 09:00:02,9,0,2,Monday,November,2020
4697,‎sticker omitted‎,Abhishek 🐂,2020-11-09 09:00:13,9,0,13,Monday,November,2020
4698,‎sticker omitted‎,Rohit 💃,2020-11-09 09:00:21,9,0,21,Monday,November,2020
4699,‎sticker omitted,Roshan 🍗,2020-11-09 09:06:40,9,6,40,Monday,November,2020
4700,,Sharat 🔞,2020-11-09 11:58:40,11,58,40,Monday,November,2020
4701,,Abhishek 🐂,2020-11-09 12:06:06,12,6,6,Monday,November,2020
4702,Guys  i got a new phone today,Rohit 💃,2020-11-09 22:27:37,22,27,37,Monday,November,2020
4703,Yaad le‎,Abhishek 🐂,2020-11-09 22:29:59,22,29,59,Monday,November,2020
4704,‎sticker omitted,Roshan 🍗,2020-11-09 22:30:12,22,30,12,Monday,November,2020
4705,i phone 13,Sharat 🔞,2020-11-09 22:30:15,22,30,15,Monday,November,2020
4706,Headphone 🙂,Rohit 💃,2020-11-09 22:30:25,22,30,25,Monday,November,2020
4707,Nokia,Roshan 🍗,2020-11-09 22:30:30,22,30,30,Monday,November,2020
4708,Adda yaad le,Abhishek 🐂,2020-11-09 22:30:33,22,30,33,Monday,November,2020
4709,Hota hai,Rohit 💃,2020-11-09 22:30:45,22,30,45,Monday,November,2020
4710,Head phone,Rohit 💃,2020-11-09 22:30:55,22,30,55,Monday,November,2020
4711,Ooo 100rs vala,Abhishek 🐂,2020-11-09 22:31:08,22,31,8,Monday,November,2020
4712,Bsdka sull helthan le pa headphone thogandilla evva,Abhishek 🐂,2020-11-09 22:31:29,22,31,29,Monday,November,2020
4713,yenni yenara hoddi yenle..ondu sala phone anti ondu sala headphone anti,Sharat 🔞,2020-11-09 22:31:55,22,31,55,Monday,November,2020
4714,Le it was just a sarcastic,Rohit 💃,2020-11-09 22:31:58,22,31,58,Monday,November,2020
4715,Headphone bidisi helidare,Rohit 💃,2020-11-09 22:32:20,22,32,20,Monday,November,2020
4716,Head phone,Rohit 💃,2020-11-09 22:32:26,22,32,26,Monday,November,2020
4717,Andre phone‎,Rohit 💃,2020-11-09 22:32:31,22,32,31,Monday,November,2020
4718,‎sticker omitted,Roshan 🍗,2020-11-09 22:32:37,22,32,37,Monday,November,2020
4719,Goth thamma nang‎,Abhishek 🐂,2020-11-09 22:32:44,22,32,44,Monday,November,2020
4720,‎sticker omitted,Sharat 🔞,2020-11-09 22:32:46,22,32,46,Monday,November,2020
4721,Bsdk,Abhishek 🐂,2020-11-09 22:32:46,22,32,46,Monday,November,2020
4722,😂‎,Rohit 💃,2020-11-09 22:32:53,22,32,53,Monday,November,2020
4723,‎sticker omitted,Abhishek 🐂,2020-11-09 22:33:08,22,33,8,Monday,November,2020
4724,I guess I made you guys enne hodsing,Rohit 💃,2020-11-09 22:33:12,22,33,12,Monday,November,2020
4725,Bhag bsdk🥱,Abhishek 🐂,2020-11-09 22:34:13,22,34,13,Monday,November,2020
4726,Hey,Rohit 💃,2020-11-09 22:34:17,22,34,17,Monday,November,2020
4727,Actually guys‎,Rohit 💃,2020-11-09 22:34:22,22,34,22,Monday,November,2020
4728,‎sticker omitted,Roshan 🍗,2020-11-09 22:34:26,22,34,26,Monday,November,2020
4729,There was scam‎,Rohit 💃,2020-11-09 22:34:26,22,34,26,Monday,November,2020
4730,‎sticker omitted,Roshan 🍗,2020-11-09 22:34:31,22,34,31,Monday,November,2020
4731,I lost 3k‎,Rohit 💃,2020-11-09 22:34:33,22,34,33,Monday,November,2020
4732,‎sticker omitted,Vinayak 👩,2020-11-09 22:34:36,22,34,36,Monday,November,2020
4733,Nim avn hattrr ning,Abhishek 🐂,2020-11-09 22:34:38,22,34,38,Monday,November,2020
4734,...,Rohit 💃,2020-11-09 22:34:50,22,34,50,Monday,November,2020
4735,Yavano lowda nan maga app togand earn madu anta topi hakda‎,Rohit 💃,2020-11-09 22:35:07,22,35,7,Monday,November,2020
4736,‎sticker omitted,Abhishek 🐂,2020-11-09 22:35:07,22,35,7,Monday,November,2020
4737,😂‎,Rohit 💃,2020-11-09 22:35:15,22,35,15,Monday,November,2020
4738,‎sticker omitted,Vinayak 👩,2020-11-09 22:35:39,22,35,39,Monday,November,2020
4739,Nk enadru madoke baruta,Rohit 💃,2020-11-09 22:35:50,22,35,50,Monday,November,2020
4740,Avnd,Rohit 💃,2020-11-09 22:35:56,22,35,56,Monday,November,2020
4741,Acct number ifsc code ide‎,Rohit 💃,2020-11-09 22:36:03,22,36,3,Monday,November,2020
4742,‎sticker omitted,Vinayak 👩,2020-11-09 22:36:16,22,36,16,Monday,November,2020
4743,Jaake mast soo jaa🥱,Abhishek 🐂,2020-11-09 22:36:31,22,36,31,Monday,November,2020
4744,😅🤣🤣🤣🤣🤣🤣🤣‎,Abhishek 🐂,2020-11-09 22:36:40,22,36,40,Monday,November,2020
4745,‎sticker omitted,Rohit 💃,2020-11-09 22:36:51,22,36,51,Monday,November,2020
4746,Nod le,Rohit 💃,2020-11-09 22:36:59,22,36,59,Monday,November,2020
4747,Helu enadru avn account block madak baruta‎,Rohit 💃,2020-11-09 22:37:12,22,37,12,Monday,November,2020
4748,‎sticker omitted,Vinayak 👩,2020-11-09 22:37:43,22,37,43,Monday,November,2020
4749,Complain register mad boudu police ga 🥱,Abhishek 🐂,2020-11-09 22:37:50,22,37,50,Monday,November,2020
4750,Madi,Rohit 💃,2020-11-09 22:38:00,22,38,0,Monday,November,2020
4751,Nin rokka barodhu sulla but ava math yargu madbard hang madboudu,Abhishek 🐂,2020-11-09 22:38:29,22,38,29,Monday,November,2020
4752,Police  hadtar en matt,Rohit 💃,2020-11-09 22:41:33,22,41,33,Monday,November,2020
4753,Hang yak madidri anta,Rohit 💃,2020-11-09 22:41:38,22,41,38,Monday,November,2020
4754,Alla le lowde avna heng nambidhi ni antha adhu nin 3k koti andra nan namballa,Vinayak 👩,2020-11-09 22:41:46,22,41,46,Monday,November,2020
